Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
User - Minta Dukungan,Chrome 83.0.4103.97,,,2020-06-15 12:05:18,2020-06-15 12:06:37,"1m - 18,756s",PASSED
,,,,,,,
Test Cases/Denna/User - Minta Dukungan,Chrome 83.0.4103.97,,,2020-06-15 12:05:19,2020-06-15 12:06:37,"1m - 17,727s",PASSED
"callTestCase(findTestCase(""Denna/Login(User)""), [:], STOP_ON_FAILURE)",Chrome 83.0.4103.97,,,2020-06-15 12:05:20,2020-06-15 12:06:13,"52,804s",PASSED
"click(findTestObject(""Object Repository/Denna/User - Minta Dukungan/profile""))",Chrome 83.0.4103.97,,,2020-06-15 12:06:13,2020-06-15 12:06:25,"11,706s",PASSED
"click(findTestObject(""Denna/User - Minta Dukungan/btnMintaDukungan_v2""))",Chrome 83.0.4103.97,,,2020-06-15 12:06:25,2020-06-15 12:06:27,"1,949s",PASSED
"setText(findTestObject(""Denna/User - Minta Dukungan/fieldMasukan_v2""), issue)",Chrome 83.0.4103.97,,,2020-06-15 12:06:27,2020-06-15 12:06:32,"5,085s",PASSED
"click(findTestObject(""Denna/User - Minta Dukungan/btnKirim_v2""))",Chrome 83.0.4103.97,,,2020-06-15 12:06:32,2020-06-15 12:06:32,"0,437s",PASSED
"if (keterangan == ""emptyIssue"")",Chrome 83.0.4103.97,,,2020-06-15 12:06:32,2020-06-15 12:06:32,"0,001s",PASSED
else,Chrome 83.0.4103.97,,,2020-06-15 12:06:32,2020-06-15 12:06:36,"3,296s",PASSED
closeBrowser(),Chrome 83.0.4103.97,,,2020-06-15 12:06:36,2020-06-15 12:06:37,"1,223s",PASSED
