Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Admin - Change Password,Chrome 83.0.4103.97,,,2020-06-17 15:04:45,2020-06-17 15:11:51,"7m - 6,214s",PASSED
,,,,,,,
Test Cases/Rizka/Admin/Custom/Admin - Change Password,Chrome 83.0.4103.97,,,2020-06-17 15:04:45,2020-06-17 15:06:03,"1m - 17,570s",PASSED
"callTestCase(findTestCase(""Rizka/Admin/AdminMainLogin""), [:], STOP_ON_FAILURE)",Chrome 83.0.4103.97,,,2020-06-17 15:04:46,2020-06-17 15:05:50,"1m - 3,796s",PASSED
"click(findTestObject(""Rizka/Admin/Admin - Change Password/btnMyProfile""))",Chrome 83.0.4103.97,,,2020-06-17 15:05:50,2020-06-17 15:05:51,"0,512s",PASSED
delay(3),Chrome 83.0.4103.97,,,2020-06-17 15:05:51,2020-06-17 15:05:54,"3,005s",PASSED
"click(findTestObject(""Rizka/Admin/Admin - Change Password/btnChangePassword_v2""))",Chrome 83.0.4103.97,,,2020-06-17 15:05:54,2020-06-17 15:05:54,"0,604s",PASSED
delay(5),Chrome 83.0.4103.97,,,2020-06-17 15:05:54,2020-06-17 15:05:59,"5,009s",PASSED
"click(findTestObject(""Rizka/Admin/Admin - Change Password/eyeCurrentPass""))",Chrome 83.0.4103.97,,,2020-06-17 15:05:59,2020-06-17 15:06:00,"0,437s",PASSED
"setText(findTestObject(""Rizka/Admin/Admin - Change Password/txtCurrentPassword""), currentPass)",Chrome 83.0.4103.97,,,2020-06-17 15:06:00,2020-06-17 15:06:00,"0,599s",PASSED
"click(findTestObject(""Rizka/Admin/Admin - Change Password/eyeNewPass""))",Chrome 83.0.4103.97,,,2020-06-17 15:06:00,2020-06-17 15:06:01,"0,402s",PASSED
"setText(findTestObject(""Rizka/Admin/Admin - Change Password/txtNewPassword""), newPass)",Chrome 83.0.4103.97,,,2020-06-17 15:06:01,2020-06-17 15:06:01,"0,565s",PASSED
"click(findTestObject(""Rizka/Admin/Admin - Change Password/eyeConfirmNewPass""))",Chrome 83.0.4103.97,,,2020-06-17 15:06:01,2020-06-17 15:06:02,"0,422s",PASSED
"setText(findTestObject(""Rizka/Admin/Admin - Change Password/txtxNewPasswordConfirm""), confirmNewPass)",Chrome 83.0.4103.97,,,2020-06-17 15:06:02,2020-06-17 15:06:02,"0,707s",PASSED
"if (condition == ""passed"")",Chrome 83.0.4103.97,,,2020-06-17 15:06:02,2020-06-17 15:06:02,"0,001s",PASSED
"else if (condition == ""cancelSave"")",Chrome 83.0.4103.97,,,2020-06-17 15:06:02,2020-06-17 15:06:03,"0,526s",PASSED
,,,,,,,
Test Cases/Rizka/Admin/Custom/Admin - Change Password,Chrome 83.0.4103.97,,,2020-06-17 15:06:03,2020-06-17 15:07:47,"1m - 43,461s",PASSED
"callTestCase(findTestCase(""Rizka/Admin/AdminMainLogin""), [:], STOP_ON_FAILURE)",Chrome 83.0.4103.97,,,2020-06-17 15:06:03,2020-06-17 15:07:33,"1m - 30,257s",PASSED
"click(findTestObject(""Rizka/Admin/Admin - Change Password/btnMyProfile""))",Chrome 83.0.4103.97,,,2020-06-17 15:07:33,2020-06-17 15:07:34,"0,457s",PASSED
delay(3),Chrome 83.0.4103.97,,,2020-06-17 15:07:34,2020-06-17 15:07:37,"3,008s",PASSED
"click(findTestObject(""Rizka/Admin/Admin - Change Password/btnChangePassword_v2""))",Chrome 83.0.4103.97,,,2020-06-17 15:07:37,2020-06-17 15:07:38,"0,617s",PASSED
delay(5),Chrome 83.0.4103.97,,,2020-06-17 15:07:38,2020-06-17 15:07:43,"5,007s",PASSED
"click(findTestObject(""Rizka/Admin/Admin - Change Password/eyeCurrentPass""))",Chrome 83.0.4103.97,,,2020-06-17 15:07:43,2020-06-17 15:07:43,"0,465s",PASSED
"setText(findTestObject(""Rizka/Admin/Admin - Change Password/txtCurrentPassword""), currentPass)",Chrome 83.0.4103.97,,,2020-06-17 15:07:43,2020-06-17 15:07:44,"0,566s",PASSED
"click(findTestObject(""Rizka/Admin/Admin - Change Password/eyeNewPass""))",Chrome 83.0.4103.97,,,2020-06-17 15:07:44,2020-06-17 15:07:44,"0,446s",PASSED
"setText(findTestObject(""Rizka/Admin/Admin - Change Password/txtNewPassword""), newPass)",Chrome 83.0.4103.97,,,2020-06-17 15:07:44,2020-06-17 15:07:45,"0,537s",PASSED
"click(findTestObject(""Rizka/Admin/Admin - Change Password/eyeConfirmNewPass""))",Chrome 83.0.4103.97,,,2020-06-17 15:07:45,2020-06-17 15:07:45,"0,407s",PASSED
"setText(findTestObject(""Rizka/Admin/Admin - Change Password/txtxNewPasswordConfirm""), confirmNewPass)",Chrome 83.0.4103.97,,,2020-06-17 15:07:45,2020-06-17 15:07:46,"0,612s",PASSED
"if (condition == ""passed"")",Chrome 83.0.4103.97,,,2020-06-17 15:07:46,2020-06-17 15:07:46,"0,000s",PASSED
"else if (condition == ""cancelSave"")",Chrome 83.0.4103.97,,,2020-06-17 15:07:46,2020-06-17 15:07:46,"0,001s",PASSED
else,Chrome 83.0.4103.97,,,2020-06-17 15:07:46,2020-06-17 15:07:47,"1,008s",PASSED
,,,,,,,
Test Cases/Rizka/Admin/Custom/Admin - Change Password,Chrome 83.0.4103.97,,,2020-06-17 15:07:47,2020-06-17 15:08:57,"1m - 10,258s",PASSED
"callTestCase(findTestCase(""Rizka/Admin/AdminMainLogin""), [:], STOP_ON_FAILURE)",Chrome 83.0.4103.97,,,2020-06-17 15:07:47,2020-06-17 15:08:44,"57,274s",PASSED
"click(findTestObject(""Rizka/Admin/Admin - Change Password/btnMyProfile""))",Chrome 83.0.4103.97,,,2020-06-17 15:08:44,2020-06-17 15:08:44,"0,473s",PASSED
delay(3),Chrome 83.0.4103.97,,,2020-06-17 15:08:44,2020-06-17 15:08:47,"3,005s",PASSED
"click(findTestObject(""Rizka/Admin/Admin - Change Password/btnChangePassword_v2""))",Chrome 83.0.4103.97,,,2020-06-17 15:08:47,2020-06-17 15:08:48,"0,526s",PASSED
delay(5),Chrome 83.0.4103.97,,,2020-06-17 15:08:48,2020-06-17 15:08:53,"5,008s",PASSED
"click(findTestObject(""Rizka/Admin/Admin - Change Password/eyeCurrentPass""))",Chrome 83.0.4103.97,,,2020-06-17 15:08:53,2020-06-17 15:08:53,"0,437s",PASSED
"setText(findTestObject(""Rizka/Admin/Admin - Change Password/txtCurrentPassword""), currentPass)",Chrome 83.0.4103.97,,,2020-06-17 15:08:53,2020-06-17 15:08:54,"0,565s",PASSED
"click(findTestObject(""Rizka/Admin/Admin - Change Password/eyeNewPass""))",Chrome 83.0.4103.97,,,2020-06-17 15:08:54,2020-06-17 15:08:54,"0,428s",PASSED
"setText(findTestObject(""Rizka/Admin/Admin - Change Password/txtNewPassword""), newPass)",Chrome 83.0.4103.97,,,2020-06-17 15:08:54,2020-06-17 15:08:55,"0,461s",PASSED
"click(findTestObject(""Rizka/Admin/Admin - Change Password/eyeConfirmNewPass""))",Chrome 83.0.4103.97,,,2020-06-17 15:08:55,2020-06-17 15:08:55,"0,408s",PASSED
"setText(findTestObject(""Rizka/Admin/Admin - Change Password/txtxNewPasswordConfirm""), confirmNewPass)",Chrome 83.0.4103.97,,,2020-06-17 15:08:55,2020-06-17 15:08:56,"0,642s",PASSED
"if (condition == ""passed"")",Chrome 83.0.4103.97,,,2020-06-17 15:08:56,2020-06-17 15:08:56,"0,001s",PASSED
"else if (condition == ""cancelSave"")",Chrome 83.0.4103.97,,,2020-06-17 15:08:56,2020-06-17 15:08:56,"0,002s",PASSED
else,Chrome 83.0.4103.97,,,2020-06-17 15:08:56,2020-06-17 15:08:57,"0,984s",PASSED
,,,,,,,
Test Cases/Rizka/Admin/Custom/Admin - Change Password,Chrome 83.0.4103.97,,,2020-06-17 15:08:57,2020-06-17 15:10:37,"1m - 39,780s",PASSED
"callTestCase(findTestCase(""Rizka/Admin/AdminMainLogin""), [:], STOP_ON_FAILURE)",Chrome 83.0.4103.97,,,2020-06-17 15:08:57,2020-06-17 15:10:24,"1m - 27,340s",PASSED
"click(findTestObject(""Rizka/Admin/Admin - Change Password/btnMyProfile""))",Chrome 83.0.4103.97,,,2020-06-17 15:10:24,2020-06-17 15:10:25,"0,515s",PASSED
delay(3),Chrome 83.0.4103.97,,,2020-06-17 15:10:25,2020-06-17 15:10:28,"3,005s",PASSED
"click(findTestObject(""Rizka/Admin/Admin - Change Password/btnChangePassword_v2""))",Chrome 83.0.4103.97,,,2020-06-17 15:10:28,2020-06-17 15:10:29,"0,563s",PASSED
delay(5),Chrome 83.0.4103.97,,,2020-06-17 15:10:29,2020-06-17 15:10:34,"5,009s",PASSED
"click(findTestObject(""Rizka/Admin/Admin - Change Password/eyeCurrentPass""))",Chrome 83.0.4103.97,,,2020-06-17 15:10:34,2020-06-17 15:10:34,"0,408s",PASSED
"setText(findTestObject(""Rizka/Admin/Admin - Change Password/txtCurrentPassword""), currentPass)",Chrome 83.0.4103.97,,,2020-06-17 15:10:34,2020-06-17 15:10:35,"0,578s",PASSED
"click(findTestObject(""Rizka/Admin/Admin - Change Password/eyeNewPass""))",Chrome 83.0.4103.97,,,2020-06-17 15:10:35,2020-06-17 15:10:35,"0,407s",PASSED
"setText(findTestObject(""Rizka/Admin/Admin - Change Password/txtNewPassword""), newPass)",Chrome 83.0.4103.97,,,2020-06-17 15:10:35,2020-06-17 15:10:35,"0,528s",PASSED
"click(findTestObject(""Rizka/Admin/Admin - Change Password/eyeConfirmNewPass""))",Chrome 83.0.4103.97,,,2020-06-17 15:10:35,2020-06-17 15:10:36,"0,437s",PASSED
"setText(findTestObject(""Rizka/Admin/Admin - Change Password/txtxNewPasswordConfirm""), confirmNewPass)",Chrome 83.0.4103.97,,,2020-06-17 15:10:36,2020-06-17 15:10:36,"0,474s",PASSED
"if (condition == ""passed"")",Chrome 83.0.4103.97,,,2020-06-17 15:10:36,2020-06-17 15:10:36,"0,001s",PASSED
"else if (condition == ""cancelSave"")",Chrome 83.0.4103.97,,,2020-06-17 15:10:36,2020-06-17 15:10:36,"0,001s",PASSED
else,Chrome 83.0.4103.97,,,2020-06-17 15:10:36,2020-06-17 15:10:37,"0,446s",PASSED
,,,,,,,
Test Cases/Rizka/Admin/Custom/Admin - Change Password,Chrome 83.0.4103.97,,,2020-06-17 15:10:37,2020-06-17 15:11:51,"1m - 13,959s",PASSED
"callTestCase(findTestCase(""Rizka/Admin/AdminMainLogin""), [:], STOP_ON_FAILURE)",Chrome 83.0.4103.97,,,2020-06-17 15:10:37,2020-06-17 15:11:38,"1m - 0,974s",PASSED
"click(findTestObject(""Rizka/Admin/Admin - Change Password/btnMyProfile""))",Chrome 83.0.4103.97,,,2020-06-17 15:11:38,2020-06-17 15:11:38,"0,475s",PASSED
delay(3),Chrome 83.0.4103.97,,,2020-06-17 15:11:38,2020-06-17 15:11:41,"3,003s",PASSED
"click(findTestObject(""Rizka/Admin/Admin - Change Password/btnChangePassword_v2""))",Chrome 83.0.4103.97,,,2020-06-17 15:11:41,2020-06-17 15:11:42,"0,566s",PASSED
delay(5),Chrome 83.0.4103.97,,,2020-06-17 15:11:42,2020-06-17 15:11:47,"5,004s",PASSED
"click(findTestObject(""Rizka/Admin/Admin - Change Password/eyeCurrentPass""))",Chrome 83.0.4103.97,,,2020-06-17 15:11:47,2020-06-17 15:11:47,"0,431s",PASSED
"setText(findTestObject(""Rizka/Admin/Admin - Change Password/txtCurrentPassword""), currentPass)",Chrome 83.0.4103.97,,,2020-06-17 15:11:47,2020-06-17 15:11:48,"0,587s",PASSED
"click(findTestObject(""Rizka/Admin/Admin - Change Password/eyeNewPass""))",Chrome 83.0.4103.97,,,2020-06-17 15:11:48,2020-06-17 15:11:48,"0,415s",PASSED
"setText(findTestObject(""Rizka/Admin/Admin - Change Password/txtNewPassword""), newPass)",Chrome 83.0.4103.97,,,2020-06-17 15:11:48,2020-06-17 15:11:49,"0,542s",PASSED
"click(findTestObject(""Rizka/Admin/Admin - Change Password/eyeConfirmNewPass""))",Chrome 83.0.4103.97,,,2020-06-17 15:11:49,2020-06-17 15:11:49,"0,415s",PASSED
"setText(findTestObject(""Rizka/Admin/Admin - Change Password/txtxNewPasswordConfirm""), confirmNewPass)",Chrome 83.0.4103.97,,,2020-06-17 15:11:49,2020-06-17 15:11:50,"0,557s",PASSED
"if (condition == ""passed"")",Chrome 83.0.4103.97,,,2020-06-17 15:11:50,2020-06-17 15:11:50,"0,001s",PASSED
"else if (condition == ""cancelSave"")",Chrome 83.0.4103.97,,,2020-06-17 15:11:50,2020-06-17 15:11:50,"0,001s",PASSED
else,Chrome 83.0.4103.97,,,2020-06-17 15:11:50,2020-06-17 15:11:51,"0,955s",PASSED
