Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Admin - Manage Modules,Chrome 83.0.4103.106,,,2020-06-20 13:47:05,2020-06-20 13:48:27,"1m - 22,471s",PASSED
,,,,,,,
Test Cases/Rizka/Admin/Manage Modules/Admin - Manage Modules - Search,Chrome 83.0.4103.106,,,2020-06-20 13:47:06,2020-06-20 13:48:27,"1m - 21,321s",PASSED
"callTestCase(findTestCase(""Rizka/Admin/AdminMainLogin""), [:], STOP_ON_FAILURE)",Chrome 83.0.4103.106,,,2020-06-20 13:47:07,2020-06-20 13:48:16,"1m - 8,613s",PASSED
"click(findTestObject(""Rizka/Admin/Admin - Manage Modules - Search/btnModulManagement_v2""))",Chrome 83.0.4103.106,,,2020-06-20 13:48:16,2020-06-20 13:48:17,"0,864s",PASSED
delay(3),Chrome 83.0.4103.106,,,2020-06-20 13:48:17,2020-06-20 13:48:20,"3,007s",PASSED
"click(findTestObject(""Rizka/Admin/Admin - Manage Modules - Search/btnManageModul_v3""))",Chrome 83.0.4103.106,,,2020-06-20 13:48:20,2020-06-20 13:48:20,"0,506s",PASSED
delay(3),Chrome 83.0.4103.106,,,2020-06-20 13:48:20,2020-06-20 13:48:23,"3,006s",PASSED
"selectOptionByLabel(findTestObject(""Rizka/Admin/Admin - Manage Modules - Search/dropdownStatus_v2""), status, false)",Chrome 83.0.4103.106,,,2020-06-20 13:48:23,2020-06-20 13:48:26,"2,814s",PASSED
"selectOptionByLabel(findTestObject(""Rizka/Admin/Admin - Manage Modules - Search/dropdownSearchBy_v2""), searchBy, false)",Chrome 83.0.4103.106,,,2020-06-20 13:48:26,2020-06-20 13:48:27,"0,661s",PASSED
"if (condition == ""passed"")",Chrome 83.0.4103.106,,,2020-06-20 13:48:27,2020-06-20 13:48:27,"0,000s",PASSED
else,Chrome 83.0.4103.106,,,2020-06-20 13:48:27,2020-06-20 13:48:27,"0,415s",PASSED
