Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
User-Forgot Password,Chrome 83.0.4103.97,,,2020-06-15 22:53:26,2020-06-15 23:06:19,"12m - 52,802s",FAILED
,,,,,,,
Test Cases/Denna/User - Forgot Password,Chrome 83.0.4103.97,,,2020-06-15 22:53:27,2020-06-15 22:54:13,"45,997s",PASSED
"openBrowser("""")",Chrome 83.0.4103.97,,,2020-06-15 22:53:29,2020-06-15 22:53:39,"9,835s",PASSED
"navigateToUrl(""https://appsrv1.deltadatamandiri.com/ACC_LMS_WEB/#/Main"")",Chrome 83.0.4103.97,,,2020-06-15 22:53:39,2020-06-15 22:54:00,"21,369s",PASSED
maximizeWindow(),Chrome 83.0.4103.97,,,2020-06-15 22:54:00,2020-06-15 22:54:02,"1,264s",PASSED
"click(findTestObject(""Denna/User - Forgot Password/button login""))",Chrome 83.0.4103.97,,,2020-06-15 22:54:02,2020-06-15 22:54:05,"3,025s",PASSED
"click(findTestObject(""Object Repository/Denna/User - Forgot Password/button Forgot Password""))",Chrome 83.0.4103.97,,,2020-06-15 22:54:05,2020-06-15 22:54:11,"5,841s",PASSED
"setText(findTestObject(""Denna/User - Forgot Password/input NPK npkUser""), NPK)",Chrome 83.0.4103.97,,,2020-06-15 22:54:11,2020-06-15 22:54:11,"0,628s",PASSED
"click(findTestObject(""Object Repository/Denna/User - Forgot Password/button Kirim OTP""))",Chrome 83.0.4103.97,,,2020-06-15 22:54:11,2020-06-15 22:54:12,"0,571s",PASSED
switch (Kondisi),Chrome 83.0.4103.97,,,2020-06-15 22:54:12,2020-06-15 22:54:12,"0,456s",PASSED
closeBrowser(),Chrome 83.0.4103.97,,,2020-06-15 22:54:12,2020-06-15 22:54:13,"1,216s",PASSED
,,,,,,,
Test Cases/Denna/User - Forgot Password,Chrome 83.0.4103.97,,,2020-06-15 22:54:14,2020-06-15 22:54:47,"33,235s",PASSED
"openBrowser("""")",Chrome 83.0.4103.97,,,2020-06-15 22:54:14,2020-06-15 22:54:17,"3,271s",PASSED
"navigateToUrl(""https://appsrv1.deltadatamandiri.com/ACC_LMS_WEB/#/Main"")",Chrome 83.0.4103.97,,,2020-06-15 22:54:17,2020-06-15 22:54:35,"18,032s",PASSED
maximizeWindow(),Chrome 83.0.4103.97,,,2020-06-15 22:54:35,2020-06-15 22:54:37,"1,513s",PASSED
"click(findTestObject(""Denna/User - Forgot Password/button login""))",Chrome 83.0.4103.97,,,2020-06-15 22:54:37,2020-06-15 22:54:43,"6,012s",PASSED
"click(findTestObject(""Object Repository/Denna/User - Forgot Password/button Forgot Password""))",Chrome 83.0.4103.97,,,2020-06-15 22:54:43,2020-06-15 22:54:44,"1,399s",PASSED
