Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Admin - Manage Modules,Chrome 83.0.4103.106,,,2020-06-22 12:09:36,2020-06-22 12:11:13,"1m - 37,627s",PASSED
,,,,,,,
Test Cases/Rizka/Admin/Manage Modules/Admin - Manage Modules - Search,Chrome 83.0.4103.106,,,2020-06-22 12:09:37,2020-06-22 12:11:13,"1m - 36,573s",PASSED
"callTestCase(findTestCase(""Rizka/Admin/AdminMainLogin""), [:], STOP_ON_FAILURE)",Chrome 83.0.4103.106,,,2020-06-22 12:09:38,2020-06-22 12:10:54,"1m - 15,505s",PASSED
"click(findTestObject(""Rizka/Admin/Admin - Manage Modules - Search/btnModulManagement_v2""))",Chrome 83.0.4103.106,,,2020-06-22 12:10:54,2020-06-22 12:10:54,"0,575s",PASSED
delay(3),Chrome 83.0.4103.106,,,2020-06-22 12:10:54,2020-06-22 12:10:57,"3,007s",PASSED
"click(findTestObject(""Rizka/Admin/Admin - Manage Modules - Search/btnManageModul_v3""))",Chrome 83.0.4103.106,,,2020-06-22 12:10:57,2020-06-22 12:10:58,"0,593s",PASSED
delay(3),Chrome 83.0.4103.106,,,2020-06-22 12:10:58,2020-06-22 12:11:01,"3,004s",PASSED
"selectOptionByLabel(findTestObject(""Rizka/Admin/Admin - Manage Modules - Search/dropdownStatus_v2""), status, false)",Chrome 83.0.4103.106,,,2020-06-22 12:11:01,2020-06-22 12:11:05,"3,790s",PASSED
"selectOptionByLabel(findTestObject(""Rizka/Admin/Admin - Manage Modules - Search/dropdownSearchBy_v2""), searchBy, false)",Chrome 83.0.4103.106,,,2020-06-22 12:11:05,2020-06-22 12:11:06,"1,204s",PASSED
"if (condition == ""passed"")",Chrome 83.0.4103.106,,,2020-06-22 12:11:06,2020-06-22 12:11:13,"7,741s",PASSED
