Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
User - Logout,Chrome 83.0.4103.97,,,2020-06-11 19:46:23,2020-06-11 19:48:08,"1m - 44,921s",PASSED
,,,,,,,
Test Cases/Denna/User - Logout,Chrome 83.0.4103.97,,,2020-06-11 19:46:24,2020-06-11 19:48:08,"1m - 44,106s",PASSED
"callTestCase(findTestCase(""Denna/Login(User)""), [:], STOP_ON_FAILURE)",Chrome 83.0.4103.97,,,2020-06-11 19:46:26,2020-06-11 19:47:26,"1m - 0,553s",PASSED
"click(findTestObject(""Object Repository/Denna/User - Logout/icon Photo Profile""))",Chrome 83.0.4103.97,,,2020-06-11 19:47:26,2020-06-11 19:47:40,"13,530s",PASSED
"click(findTestObject(""Rizka/Admin/Admin - Logout/logout_v2""))",Chrome 83.0.4103.97,,,2020-06-11 19:47:40,2020-06-11 19:47:52,"11,891s",PASSED
delay(15),Chrome 83.0.4103.97,,,2020-06-11 19:47:52,2020-06-11 19:48:07,"15,014s",PASSED
"verifyElementVisible(findTestObject(""Rizka/Admin/Admin - Login/btnLogin""))",Chrome 83.0.4103.97,,,2020-06-11 19:48:07,2020-06-11 19:48:07,"0,630s",PASSED
closeBrowser(),Chrome 83.0.4103.97,,,2020-06-11 19:48:07,2020-06-11 19:48:08,"1,122s",PASSED
