Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Admin - Login,Chrome 83.0.4103.97,,,2020-06-17 12:51:46,2020-06-17 13:07:03,"15m - 16,336s",FAILED
,,,,,,,
Test Cases/Rizka/Admin/Custom/Admin - Login,Chrome 83.0.4103.97,,,2020-06-17 12:51:47,2020-06-17 12:55:16,"3m - 29,022s",PASSED
"openBrowser(""https://appsrv1.deltadatamandiri.com/ACC_LMS_WEB/#/admNLmn"")",Chrome 83.0.4103.97,,,2020-06-17 12:51:48,2020-06-17 12:54:30,"2m - 41,533s",PASSED
maximizeWindow(),Chrome 83.0.4103.97,,,2020-06-17 12:54:30,2020-06-17 12:54:31,"1,339s",PASSED
delay(30),Chrome 83.0.4103.97,,,2020-06-17 12:54:31,2020-06-17 12:55:01,"30,148s",PASSED
"click(findTestObject(""Rizka/Admin/Admin - Login/btnLogin""))",Chrome 83.0.4103.97,,,2020-06-17 12:55:01,2020-06-17 12:55:02,"0,780s",PASSED
"setText(findTestObject(""Rizka/Admin/Admin - Login/txtUsername""), username)",Chrome 83.0.4103.97,,,2020-06-17 12:55:02,2020-06-17 12:55:03,"0,868s",PASSED
"setText(findTestObject(""Rizka/Admin/Admin - Login/txtPassword""), password)",Chrome 83.0.4103.97,,,2020-06-17 12:55:03,2020-06-17 12:55:03,"0,617s",PASSED
"click(findTestObject(""Rizka/Admin/Admin - Login/btnEyePass""))",Chrome 83.0.4103.97,,,2020-06-17 12:55:03,2020-06-17 12:55:04,"0,571s",PASSED
"if (rememberMe == ""yes"")",Chrome 83.0.4103.97,,,2020-06-17 12:55:04,2020-06-17 12:55:05,"0,897s",PASSED
"click(findTestObject(""Rizka/Admin/Admin - Login/btnLogin2""))",Chrome 83.0.4103.97,,,2020-06-17 12:55:05,2020-06-17 12:55:06,"0,760s",PASSED
delay(10),Chrome 83.0.4103.97,,,2020-06-17 12:55:06,2020-06-17 12:55:16,"10,006s",PASSED
"if (condition == ""passed"")",Chrome 83.0.4103.97,,,2020-06-17 12:55:16,2020-06-17 12:55:16,"0,440s",PASSED
,,,,,,,
Test Cases/Rizka/Admin/Custom/Admin - Login,Chrome 83.0.4103.97,,,2020-06-17 12:55:16,2020-06-17 13:00:20,"5m - 4,151s",FAILED
"openBrowser(""https://appsrv1.deltadatamandiri.com/ACC_LMS_WEB/#/admNLmn"")",Chrome 83.0.4103.97,,,2020-06-17 12:55:16,2020-06-17 13:00:20,"5m - 4,065s",FAILED
,,,,,,,
Test Cases/Rizka/Admin/Custom/Admin - Login,Chrome 83.0.4103.97,,,2020-06-17 13:00:20,2020-06-17 13:01:30,"1m - 9,681s",PASSED
"openBrowser(""https://appsrv1.deltadatamandiri.com/ACC_LMS_WEB/#/admNLmn"")",Chrome 83.0.4103.97,,,2020-06-17 13:00:20,2020-06-17 13:00:45,"24,553s",PASSED
maximizeWindow(),Chrome 83.0.4103.97,,,2020-06-17 13:00:45,2020-06-17 13:00:46,"1,249s",PASSED
delay(30),Chrome 83.0.4103.97,,,2020-06-17 13:00:46,2020-06-17 13:01:16,"30,004s",PASSED
"click(findTestObject(""Rizka/Admin/Admin - Login/btnLogin""))",Chrome 83.0.4103.97,,,2020-06-17 13:01:16,2020-06-17 13:01:17,"0,521s",PASSED
"setText(findTestObject(""Rizka/Admin/Admin - Login/txtUsername""), username)",Chrome 83.0.4103.97,,,2020-06-17 13:01:17,2020-06-17 13:01:18,"0,890s",PASSED
"setText(findTestObject(""Rizka/Admin/Admin - Login/txtPassword""), password)",Chrome 83.0.4103.97,,,2020-06-17 13:01:18,2020-06-17 13:01:18,"0,584s",PASSED
"click(findTestObject(""Rizka/Admin/Admin - Login/btnEyePass""))",Chrome 83.0.4103.97,,,2020-06-17 13:01:18,2020-06-17 13:01:19,"0,422s",PASSED
"if (rememberMe == ""yes"")",Chrome 83.0.4103.97,,,2020-06-17 13:01:19,2020-06-17 13:01:19,"0,493s",PASSED
"click(findTestObject(""Rizka/Admin/Admin - Login/btnLogin2""))",Chrome 83.0.4103.97,,,2020-06-17 13:01:19,2020-06-17 13:01:20,"0,465s",PASSED
delay(10),Chrome 83.0.4103.97,,,2020-06-17 13:01:20,2020-06-17 13:01:30,"10,005s",PASSED
